index,anime_id,title,title_english,type,score,genre_list,producer_list,opening_theme,ending_theme,synopsis,related,comb_feat
482,515,Hajimari no Boukensha-tachi: Legend of Crystania,Legend of Crystania: The Motion Picture,Movie,6.07,"['Action', 'Adventure', 'Fantasy', 'Magic', 'Supernatural']","['Kadokawa Shoten', 'Victor Entertainment']","['""Haruka na Inori (遥かな祈り)"" by Hitomi Mieno']","['""Hajimari no Boukensha-tachi: Kou no Chizu (はじまりの冒険者たち~光の地図~)"" by Hitomi Mieno']","Ashram, desperate to find a home for his people, is tricked into selling his soul. 300 years later, Pirotesse's devotion to her king remains unshaken. In the sacred world of Crystania, amidst a civil war waged by shape-changing warriors, she searches for her beloved Ashram. She meets Redon, a young prince obsessed with avenging his murdered parents. Together, they confront Ashram's captor -- the bloodthirsty Barbas, who aspires to rule Crystania as ""The God's King"". (Source: ANN)","{'Character': [{'mal_id': 207, 'type': 'anime', 'name': 'Lodoss-tou Senki', 'url': 'https://myanimelist.net/anime/207/Lodoss-tou_Senki'}], 'Sequel': [{'mal_id': 1150, 'type': 'anime', 'name': 'Legend of Crystania', 'url': 'https://myanimelist.net/anime/1150/Legend_of_Crystania'}]}",sacr belov civil action amidst war confront soul princ home hajimari young entertain shape togeth bloodthirsti chizu god supernatur remain obsess victor kadokawa find magic boukensha trick year ashram redon haruka shoten captor aspir inori sell sourc warrior world fantasi parent unshaken search kou desper pirotess aveng tachi later peopl devot wage mieno king meet barba rule murder hitomi crystania chang adventur
487,520,Marmalade Boy Movie,Marmalade Boy Movie,Movie,7.38,"['Romance', 'Shoujo']",[],"['""Egao ni Aitai"" by Rie Hamada']",[],"A prelude to Marmalade Boy the TV series. Yuu remembers the day when his parents decided to divorce each other and remarry with another married couple. Troubled by the news, Yuu decides to take a walk, on which he spots a girl he falls in love with at first sight. He decides to follow this unaware girl and falls more in love with her. However he discovers who the girl really is...she's the daughter of his parents' new lovers. (Source: ANN)","{'Adaptation': [{'mal_id': 91, 'type': 'manga', 'name': 'Marmalade Boy', 'url': 'https://myanimelist.net/manga/91/Marmalade_Boy'}], 'Sequel': [{'mal_id': 334, 'type': 'anime', 'name': 'Marmalade Boy', 'url': 'https://myanimelist.net/anime/334/Marmalade_Boy'}]}",egao news realli romanc new lover aitai first anoth shoujo decid love take unawar prelud marmalad sight fall girl remarri hamada howev spot sourc troubl walk rie parent divorc yuu marri boy discov rememb daughter seri coupl follow day
489,522,Metropolis,Metropolis,Movie,7.54,"['Adventure', 'Drama', 'Police', 'Romance', 'Sci-Fi', 'Shounen']",['Kadokawa Shoten'],"['""Metropolis"" by Toshiyuki Honda']","['""There\'ll Never Be Goodbye"" by Minako \'Mooki\' Obata']","In the great city of Metropolis, severe community structures and prejudice dominate a world where humans and robots live together. Unrest and violence increase with each new day. Searching for the scientist Dr. Laughton, suspected to violate human rights by trading organs, the Japanese detective Shunsaku Ban and his nephew Kenichi arrive at Metropolis. In the scientist's laboratory, Kenichi discovers a girl without any memory of her past life. He decides to help her, so they run away together. His uncle follows him and penetrates the dark secrets of the city to find Duke Red, the man ruling from the shadows. Meanwhile, Kenichi desperately tries to protect the mysterious girl from the people hunting her. However, Duke Red and his adoptive son have their own deep reasons for chasing the girl. These reasons are connected to her true identity and the struggle for the domination of Metropolis... [Written by MAL Rewrite]","{'Adaptation': [{'mal_id': 1436, 'type': 'manga', 'name': 'Metropolis', 'url': 'https://myanimelist.net/manga/1436/Metropolis'}]}",never ban great duke man find detect shoten chase shounen laughton violenc structur nephew desper mooki dark polic metropoli rule protect prejudic domin organ live sever minako citi hunt deep unrest tri togeth human kadokawa reason life without obata uncl trade secret world ani memori discov japanes past violat communiti away romanc new connect honda toshiyuki right robot drama howev kenichi mysteri increas help scientist arriv goodby peopl suspect red struggl day shunsaku laboratori son decid adopt shadow girl meanwhil run penetr search true sci ident follow adventur
490,523,Tonari no Totoro,My Neighbor Totoro,Movie,8.36,"['Adventure', 'Comedy', 'Supernatural']",['Studio Fantasia'],"['""Sanpo (さんぽ; Stroll)"" by Azumi Inoue']","['""Tonari no Totoro (となりのトトロ; My Neighbor Totoro)"" by Azumi Inoue']","In 1950s Japan, Tatsuo Kusakabe relocates himself and his two daughters, Satsuki and Mei, to the countryside to be closer to their mother, who is hospitalized due to long-term illness. As the girls grow acquainted with rural life, Mei encounters a small, bunny-like creature in the yard one day. Chasing it into the forest, she finds ""Totoro""—a giant, mystical forest spirit whom she soon befriends. Before long, Satsuki too meets Totoro, and the two girls suddenly find their lives filled with magical adventures in nature and fantastical creatures of the woods. [Written by MAL Rewrite]","{'Spin-off': [{'mal_id': 2488, 'type': 'anime', 'name': 'Mei to Koneko Bus', 'url': 'https://myanimelist.net/anime/2488/Mei_to_Koneko_Bus'}]}",spirit like grow sanpo creatur befriend hospit comedi closer tatsuo bunni natur tonari fill soon stroll azumi mei long one sudden supernatur giant ill find countrysid magic life girl acquaint due chase fantast totoro live mystic neighbor fantasia kusakab forest reloc studio day befor encount mother two satsuki inou meet yard daughter japan small wood term rural adventur
495,528,Pokemon Movie 01: Mewtwo no Gyakushuu,Pokemon: The First Movie,Movie,7.64,"['Action', 'Adventure', 'Comedy', 'Kids', 'Drama', 'Fantasy']","['TV Tokyo', 'Shogakukan Productions', 'Imagica', 'Studio Jack']","['""Mezase Pokemon Master \'98"" by  Rica Matsumoto']","[""''Kaze to Issho ni'' by Sachiko Kobayashi""]","It was a successful science experiment gone horribly wrong. When a team of scientists discovers the DNA of the ancient Pokémon Mew, they harnessed the potential within it in an attempt to create the ultimate living weapon. With advanced cloning techniques and resources provided to them by Team Rocket crime syndicate leader Giovanni, the scientists succeed in creating the powerful psychic Pokémon, Mewtwo. Pokemon: Mewtwo no Gyakushuu reveals the terrifying power of Mewtwo as he learns that not only was he created to be an experiment, but also to be a tool for Giovanni’s sinister dealings. Breaking free of his control, Mewtwo creates his own island fortress and reconstructs the cloning technology that gave life to him. Under the guise of being a master Pokémon trainer, Mewtwo lures the best trainers in the world to his base. Among these trainers are Ash Ketchum, his loyal Pokémon Pikachu, and their friends Brock and Misty. United together, human and Pokémon alike, they must not only discover the hidden secret of Mewtwo's plans, but stand against his terrifying might. If they fail, Mewtwo’s vengeance will not only lead to tyranny over all the Pokemon, but also the extinction of the human race.","{'Adaptation': [{'mal_id': 24220, 'type': 'manga', 'name': 'Pokémon: Mewtwo no Gyakushuu', 'url': 'https://myanimelist.net/manga/24220/Pokémon__Mewtwo_no_Gyakushuu'}], 'Parent story': [{'mal_id': 527, 'type': 'anime', 'name': 'Pokemon', 'url': 'https://myanimelist.net/anime/527/Pokemon'}], 'Sequel': [{'mal_id': 1709, 'type': 'anime', 'name': 'Pokemon: Mewtwo! Ware wa Koko ni Ari', 'url': 'https://myanimelist.net/anime/1709/Pokemon__Mewtwo_Ware_wa_Koko_ni_Ari'}], 'Other': [{'mal_id': 5526, 'type': 'anime', 'name': 'Pokemon: Pikachu no Natsuyasumi', 'url': 'https://myanimelist.net/anime/5526/Pokemon__Pikachu_no_Natsuyasumi'}], 'Alternative version': [{'mal_id': 37966, 'type': 'anime', 'name': 'Pokemon Movie 22: Mewtwo no Gyakushuu Evolution', 'url': 'https://myanimelist.net/anime/37966/Pokemon_Movie_22__Mewtwo_no_Gyakushuu_Evolution'}]}",rica succeed ash techniqu action jack gyakushuu control scienc gave misti friend sachiko syndic resourc crime gone fail technolog terrifi live pikachu alik shogakukan success togeth clone pok issho base tokyo dna human among ancient lure life sinist secret world ketchum guis pokemon ultim free imagica provid hidden lead extinct loyal kobayashi discov best mon har mew creat race comedi horribl must tyranni psychic fortress master trainer break drama stand reconstruct kid mewtwo also plan fantasi learn scientist wrong onli weapon reveal matsumoto vengeanc team kaze mezas experi giovanni deal tool island might power attempt within advanc product studio potenti unit leader rocket brock adventur
498,531,Bishoujo Senshi Sailor Moon R: The Movie,Sailor Moon R: The Movie - The Promise of the Rose,Movie,7.7,"['Drama', 'Magic', 'Romance', 'Shoujo']",[],"['""Moonlight Densetsu"" by DALI']","['""Moon Revenge"" by Peach Hips']",When Mamoru was little he gave a rose to a little boy named Fiore. Fiore promised that one day he would bring Mamoru lots of flowers. Now Fiore has come back to earth but his intentions are not merely to fulfil a promise... (Source: ANN),"{'Parent story': [{'mal_id': 740, 'type': 'anime', 'name': 'Bishoujo Senshi Sailor Moon R', 'url': 'https://myanimelist.net/anime/740/Bishoujo_Senshi_Sailor_Moon_R'}], 'Side story': [{'mal_id': 2937, 'type': 'anime', 'name': 'Bishoujo Senshi Sailor Moon R: Make Up! Sailor Senshi', 'url': 'https://myanimelist.net/anime/2937/Bishoujo_Senshi_Sailor_Moon_R__Make_Up_Sailor_Senshi'}]}",hip romanc peach bring fulfil moon come rose shoujo flower earth gave promis one mere lot intent littl magic mamoru drama sourc reveng moonlight dali densetsu name boy would back fior day
503,536,Slayers: The Motion Picture,Slayers: The Motion Picture,Movie,7.3,"['Adventure', 'Comedy', 'Magic', 'Fantasy', 'Shounen']","['Kadokawa Shoten', 'Marubeni']",[],"['""Midnight Blue"" by Megumi Hayashibara']","In this prequel movie to the Slayers televison series, Lina Inverse travels to Mipross Island with her rival/traveling companion Naga the Serpent. While they originally came for the hot springs, they soon find them selves mixed up in a conspiracy involving a mazoku named Joyrock. Years ago, he killed all of the elves that inhabited the island and absorbed their power. They are soon joined by an old mage named Rowdy Gabriev, who was in love with one of the elves slaughtered and also wants to defeat Joyrock. (Source: ANN)","{'Adaptation': [{'mal_id': 8876, 'type': 'manga', 'name': 'Slayers', 'url': 'https://myanimelist.net/manga/8876/Slayers'}], 'Sequel': [{'mal_id': 534, 'type': 'anime', 'name': 'Slayers', 'url': 'https://myanimelist.net/anime/534/Slayers'}, {'mal_id': 869, 'type': 'anime', 'name': 'Slayers Return', 'url': 'https://myanimelist.net/anime/869/Slayers_Return'}], 'Prequel': [{'mal_id': 1170, 'type': 'anime', 'name': 'Slayers Special', 'url': 'https://myanimelist.net/anime/1170/Slayers_Special'}]}",mage slaughter hot old travel hayashibara movi rival serpent blue comedi defeat gabriev ago came involv mipross naga soon marubeni island selv joyrock kill power love one midnight kadokawa origin magic find invers year companion shoten mix mazoku sourc slayer also shounen conspiraci join fantasi absorb elv televison name spring inhabit rowdi lina megumi want prequel seri adventur
509,543,Vampire Hunter D (2000),Vampire Hunter D: Bloodlust,Movie,7.89,"['Action', 'Sci-Fi', 'Horror', 'Drama', 'Romance', 'Vampire', 'Fantasy']","['animate Film', 'Movic']",[],"['""Tooku Made"" by Do As Infinity']","The story revolves around D, the infamous ""dunpeal"" (born of a vampire father and a human mother) outcast and renowned vampire hunter. His prowess at hunting the creatures of the night allowing his acceptance among humans, he is called upon to locate Charlotte Elbourne, the lovely daughter of an affluent family who has been mysteriously kidnapped. When the sun sets, the hunt goes on! Charlotte's father offers a rich bounty, be she dead or alive, a task D willingly accepts, even with notorious Markus brothers and their gang of bounty hunters seeking the prize as well. Amidst the chase and unknown to all lurks, a sinister evil which has been secretly manipulating their every move and has set a chilling trap that none will expect and few will survive. With the tables turned and the secrets revealed, the hunters could quickly become the hunted! (Source: AniDB)","{'Adaptation': [{'mal_id': 1360, 'type': 'manga', 'name': 'Vampire Hunter D', 'url': 'https://myanimelist.net/manga/1360/Vampire_Hunter_D'}], 'Prequel': [{'mal_id': 732, 'type': 'anime', 'name': 'Vampire Hunter D', 'url': 'https://myanimelist.net/anime/732/Vampire_Hunter_D'}]}",action revolv stori creatur could movic chase quick father hunter renown outcast expect prize tabl upon allow well sun around bounti hunt tooku gang horror night human among made affluent seek turn anidb sinist sourc offer secret unknown mother locat dunpeal lurk romanc film brother notori charlott evil kidnap love infin everi rich drama mysteri anim surviv fantasi task dead reveal vampir daughter born manipul call amidst aliv move accept markus goe famili trap prowess becom even chill sci set none elbourn infam
510,544,Venus Senki,Venus Wars,Movie,6.79,"['Action', 'Sci-Fi', 'Adventure', 'Space']","['Shochiku', 'Gakken', 'Bandai']",[],"['""明日への風 (Asu e no Kaze)"" by George Yanagi']","In the 21st century, mankind lives on two worlds. Following the collision of an ice asteroid, massive terraforming has made Venus a planet now capable of supporting life. Colonists from Earth tamed the hostile world and have thrived for four generations. But they also brought the darker side of humanity. Venus is about to get hostile again. Hiro Seno, a hotshot motorcycle jockey, witnesses the first strike against his country Aphrodia, by the rival nation of Ishtar. Huge battletanks and warplanes quickly lay waste to the city. The Aphrodian army is quick to mobilize and retaliate... and despite his opposition to warfare, Hiro finds himself fighting for his life on the front lines. (Source: AnimeNfo)","{'Adaptation': [{'mal_id': 10725, 'type': 'manga', 'name': 'Venus Senki', 'url': 'https://myanimelist.net/manga/10725/Venus_Senki'}]}",support shochiku asteroid centuri citi ishtar brought action wit rival first animenfo generat darker side hiro thrive georg aphrodian armi retali space earth hostil seno mankind planet capabl human find fight made life aphrodia mobil four strike huge quick sourc motorcycl live ice terraform tame bandai collis also lay line world massiv nation battletank wast opposit countri jockey front asu gakken sci colonist warplan two hotshot despit kaze yanagi venus get warfar follow adventur
514,548,Wonderful Days,Sky Blue,Movie,7.06,"['Action', 'Drama', 'Romance', 'Sci-Fi']",['Tin House'],[],"['""Mar\'s Theme"" by Pretty Children']","Set in 2142, Wonderful Days depicts a world that has been nearly destroyed by environmental pollution. Human life as we know it is almost extinct, and only a few were able to pull through the collapse of Earth's ecosystem. In order to deal with the chaos, a city named Ecoban was created. The city uses the very pollution that caused the disaster as an energy source. However, although the initial plan was successful to an extent, it didn't just create a new source of energy, but also an elite group of people. This prestigious faction believes that they are above the system, and are not willing to accept survivors from outside the city unless they are put to work as laborers. Among the people living in the wasteland outside Ecoban is a young man named Shua. He leads a very difficult life, but tries to make the most of it through the love that he feels for his childhood friend Jay. Unfortunately, Jay may be more interested in her security commander Cade than in Shua, and thus a love triangle is formed. Not only does Shua have to deal with the heartbreak, but he must also find a new way to survive in the crumbles left from the once-beautiful planet Earth.",{},action almost group thus man find environment friend put childhood system outsid may unfortun left veri faction chao live citi cade tri success use work near planet human among life sourc ecosystem form initi world destroy energi jay disast extinct lead labor ecoban make theme name abov wonder extent interest way survivor romanc new creat must pull earth young feel doe love order unless onc drama howev know plan also surviv abl although onli depict peopl wasteland difficult day deal elit tin command triangl hous accept prestigi crumbl secur believ collaps beauti children shua mar pretti sci set caus heartbreak pollut
530,565,Steamboy,Steamboy,Movie,7.36,"['Action', 'Military', 'Sci-Fi', 'Adventure', 'Historical', 'Drama']",[],[],[],"Ray is a young wunderkind inventor living in Victorian England. His life is turned upside down when he receives a special package hailing from the United States, sent by his grandfather, Lloyd Steam. The package contains a device called a Steam Ball, a device so powerful that it can drive any machine that requires steam with a nearly limitless amount of energy. Ray is instructed to not let the Steam Ball fall into the wrong hands, which include the mighty O'Hara Foundation, who desperately want to bring the Steam Ball back into their control so they can achieve their less than noble goals. He will need to use every bit of his brilliance in order to dodge the countless goons that are sent to snatch the device from him. It will be a battle between good and evil, a battle for redemption, a battle for the future!","{'Adaptation': [{'mal_id': 18606, 'type': 'manga', 'name': 'Steamboy', 'url': 'https://myanimelist.net/manga/18606/Steamboy'}]}",call grandfath wunderkind let mighti bring action ball instruct redempt good contain machin control receiv use young victorian hand foundat evil less order near requir power hail fall goal everi life sent battl turn drama devic snatch special achiev england lloyd bit amount histor state packag ani goon futur steam energi militari nobl brillianc wrong inventor desper sci upsid hara unit dodg drive ray limitless includ want back need countless live adventur
535,570,Jin-Rou,Jin-Roh: The Wolf Brigade,Movie,7.79,"['Military', 'Police', 'Psychological', 'Drama', 'Romance']",[],"['""Jin-Roh - Main Theme"" by the Czech Philharmonic Orchestra']","['""Grace - Jin-Roh - Main Theme - Omega"" by the Czech Philharmonic Orchestra']","After witnessing the suicide bombing of a terrorist girl, Constable Kazuki Fuse becomes haunted by her image, and is forced to undergo retraining for his position in the Capital Police's Special Unit. However, unknown to him, he becomes a key player in a dispute between Capital and Local Police forces, as he finds himself increasingly involved with the sister of the very girl he saw die.","{'Adaptation': [{'mal_id': 4619, 'type': 'manga', 'name': 'Kenrou Densetsu', 'url': 'https://myanimelist.net/manga/4619/Kenrou_Densetsu'}]}",jin undergo romanc bomb player wit retrain philharmon czech roh terrorist suicid involv posit local disput find capit girl psycholog kazuki drama fuse howev saw die special increas becom key militari constabl unknown haunt imag grace forc unit polic main theme veri sister omega orchestra
537,572,Kaze no Tani no Nausicaä,Nausicaä of the Valley of the Wind,Movie,8.42,"['Adventure', 'Fantasy']",[],"['""Kaze no Tani no Naushika (風の谷のナウシカ; Nausicaä of the Valley of the Wind)"" by Joe Hisaishi']","['""Tori no Hito (鳥の人; Bird Person)"" by Joe Hisaishi']","A millennium has passed since the catastrophic nuclear war named the ""Seven Days of Fire,"" which destroyed nearly all life on Earth. Humanity now lives in a constant struggle against the treacherous jungle that has evolved in response to the destruction caused by mankind. Filled with poisonous spores and enormous insects, the jungle spreads rapidly across the Earth and threatens to swallow the remnants of the human race. Away from the jungle exists a peaceful farming kingdom known as the ""Valley of the Wind,"" whose placement by the sea frees it from the spread of the jungle's deadly toxins. The Valley's charismatic young princess, Nausicaä, finds her tranquil kingdom disturbed when an airship from the kingdom of Tolmekia crashes violently in the Valley. After Nausicaä and the citizens of the Valley find a sinister pulsating object in the wreckage, the Valley is suddenly invaded by the Tolmekian military, who intend to revive a dangerous weapon from the Seven Days of Fire. Now Nausicaä must fight to stop the Tolmekians from plunging the Earth into a cataclysm which humanity could never survive, while also protecting the Valley from the encroaching forces of the toxic jungle. [Written by MAL Rewrite]","{'Adaptation': [{'mal_id': 651, 'type': 'manga', 'name': 'Kaze no Tani no Nausicaä', 'url': 'https://myanimelist.net/manga/651/Kaze_no_Tani_no_Nausicaä'}]}",valley known person toxin never could sudden pulsat find citizen violent reviv tori wreckag airship destruct naushika plung across charismat tolmekia protect kingdom joe live danger rapid tolmekian war fill hito insect placement near whose human life treacher evolv sinist tani spread princess destroy militari free nausica name invad enorm disturb constant farm away race pass must earth young encroach mankind seven fire catastroph fight jungl also surviv spore respons fantasi peac object dead weapon crash swallow kaze remnant struggl day stop toxic intend nuclear threaten wind hisaishi sea poison bird millennium caus forc cataclysm tranquil sinc exist adventur
542,578,Hotaru no Haka,Grave of the Fireflies,Movie,8.51,"['Drama', 'Historical']",[],"['""Setsuko and Seita"" by Michio Mamiya']","['""Futari"" by Michio Mamiya']","As World War II reaches its conclusion in 1945, Japan faces widespread destruction in the form of American bombings, devastating city after city. Hotaru no Haka, also known as Grave of the Fireflies, is the story of Seita and his sister Setsuko, two Japanese children whose lives are ravaged by the brutal war. They have lost their mother, their father, their home, and the prospect of a bright future—all tragic consequences of the war. Now orphaned and homeless, Seita and Setsuko have no choice but to drift across the countryside, beset by starvation and disease. Met with the apathy of adults along the way, they find that desperate circumstances can turn even the kindest of people cruel yet their youthful hope shines brightly in the face of unrelenting hardship, preventing the siblings from swiftly succumbing to an inevitable fate. [Written by MAL Rewrite]",{},known yet reach sibl stori home unrel find youth devast destruct father circumst across futur lost desper hotaru haka live citi bomb war homeless firefli whose fate turn michio hope choic adult form consequ histor beset setsuko world tragic mother two japanes seita orphan japan grave way american apathi futari met swift starvat along prospect inevit countrysid drama cruel ravag also drift peopl hardship diseas widespread shine brutal succumb mamiya kindest even children bright face sister prevent conclus
548,585,Mimi wo Sumaseba,Whisper of the Heart,Movie,8.25,"['Drama', 'Romance', 'Shoujo', 'Slice of Life']",['Tokuma Shoten'],"['""Take Me Home, Country Roads"" by Olivia Newton-John']","['""Country Road (カントリー・ロード)"" by Youko Honna']","Shizuku Tsukishima is an energetic 14-year-old girl who enjoys reading and writing poetry in her free time. Glancing at the checkout cards of her books one evening, she notices that her library books are frequently checked out by a boy named Seiji Amasawa. Curiosity strikes Shizuku, and she decides to search for the boy who shares her love for literature. Meeting a peculiar cat on the train, Shizuku follows the animal and is eventually led to a quaint antique shop, where she learns about a cat statuette known as ""The Baron."" Taking an interest in the shop, she surprisingly finds Seiji, and the two quickly befriend one another. Shizuku learns while acquainting herself with Seiji that he has a dream that he would like to fulfill, causing her dismay as she remains uncertain of her future and has yet to recognize her talents. However, as her relationship with Seiji grows, Shizuku becomes determined to work toward a goal. Guided by the whispers of her heart and inspiration from The Baron, she resolves to carve out her own potential and dreams. [Written by MAL Rewrite]","{'Adaptation': [{'mal_id': 5228, 'type': 'manga', 'name': 'Mimi wo Sumaseba', 'url': 'https://myanimelist.net/manga/5228/Mimi_wo_Sumaseba'}], 'Spin-off': [{'mal_id': 597, 'type': 'anime', 'name': 'Neko no Ongaeshi', 'url': 'https://myanimelist.net/anime/597/Neko_no_Ongaeshi'}]}",led relationship known yet grow home peculiar find shop shoten read quick statuett futur enjoy surpris curios guid card tsukishima antiqu john old librari like seiji whisper poetri work carv train youko remain dismay newton life olivia checkout strike heart time write free name two would notic interest recogn romanc frequent fulfil talent anoth shoujo love take goal share slice cat acquaint energet drama howev anim book countri amasawa literatur learn uncertain meet inspir honna check befriend baron toward shizuku decid quaint one year girl determin glanc road tokuma even becom search potenti dream caus resolv boy eventu follow
560,597,Neko no Ongaeshi,The Cat Returns,Movie,7.85,"['Adventure', 'Drama', 'Fantasy']",[],[],"['""Kaze ni naru"" by Ayano Tsuji']","High school student Haru Yoshioka is bored with the monotony of life. One day, she saves Prince Lune of the Cat Kingdom from being run over by a truck. As a token of gratitude, the Cat King sends her ""presents"" and invites her to the Cat Kingdom to become Lune's wife. Haru's inability to properly communicate with the cats leads to the misunderstanding that she has accepted the proposal. As Haru ponders on ways to escape the predicament, a mysterious voice instructs her to search for the Cat Bureau. However, not long after she finally arrives at the bureau, a horde of cats swarms in and forcibly takes her to the Cat Kingdom, along with a member of the Cat Bureau. Concerned for their safety, owner of the Cat Bureau, Baron Humbert von Gikkingen, follows close behind. The more Haru immerses herself in the activities of the Cat Kingdom, the more cat-like she becomes. To her dismay, she soon learns that, unless she can find her true self, she may become a cat permanently. Haru's adventures in the world of cats lead her down a path to self-discovery, allowing her to return as a more confident person. [Written by MAL Rewrite]","{'Adaptation': [{'mal_id': 1372, 'type': 'manga', 'name': 'Baron: Neko no Danshaku', 'url': 'https://myanimelist.net/manga/1372/Baron__Neko_no_Danshaku'}], 'Parent story': [{'mal_id': 585, 'type': 'anime', 'name': 'Mimi wo Sumaseba', 'url': 'https://myanimelist.net/anime/585/Mimi_wo_Sumaseba'}]}",high tsuji person princ escap soon activ gikkingen find yoshioka safeti truck predica proper may allow voic propos kingdom final token ayano like humbert bureau behind confid wife dismay life naru world communic lead swarm monotoni misunderstand immers way self bore along close von long take haru owner unless hord cat drama howev mysteri student fantasi perman ponder learn return arriv present kaze concern day invit instruct member baron send accept one lune run gratitud path becom inabl search true save forcibl king discoveri school follow adventur
571,608,Sakura Taisen: Katsudou Shashin,Sakura Wars: The Movie,Movie,6.46,"['Adventure', 'Mecha', 'Sci-Fi', 'Shounen']","['Kadokawa Shoten', 'Sega', 'Imagica', 'chara-ani.com']","['""Kiseki no Kane (Movie Version)"" by The Teikoku Kageki-dan']","['""Subete wa Umi e (Gekijyou-ban/Movie Version)"" by Akiko Kuno and Chisa Yokoyama']","Since a new branch of division to New York has been created, Ohgami has now been assigned to the Paris Division. Now the Flower Division must be able to survive on their own, with the help of their new American-cultured leader. (Source: ANN)","{'Prequel': [{'mal_id': 1166, 'type': 'anime', 'name': 'Sakura Taisen: Gouka Kenran', 'url': 'https://myanimelist.net/anime/1166/Sakura_Taisen__Gouka_Kenran'}], 'Sequel': [{'mal_id': 1999, 'type': 'anime', 'name': 'Sakura Taisen: Sumire', 'url': 'https://myanimelist.net/anime/1999/Sakura_Taisen__Sumire'}]}",yokoyama version american movi ban new divis creat pari assign must gekijyou cultur flower york branch akiko kadokawa kiseki chisa shoten chara ohgami sourc sega shounen surviv dan com ani subet abl mecha help kane kuno imagica sci kageki umi leader sinc teikoku adventur
580,617,Juubee Ninpuuchou,Ninja Scroll,Movie,7.62,"['Adventure', 'Historical', 'Horror', 'Supernatural', 'Romance', 'Samurai', 'Fantasy', 'Shounen']",['Movic'],[],"['""Somewhere, Far Away, Everyone is Listening to a Ballad"" by Ryouhei Yamanashi']","Jubei Kibagami wanders feudal Japan as an itinerant swordsman-for-hire. After a past betrayal left him masterless, he has no more patience for warring political factions and their schemes. Unfortunately, both past and political intrigue collide when he meets and saves a female ninja named Kagero from a man with the ability to make his body as hard as stone. The sole survivor of a ninja clan, Kagero continues her team's last mission: investigate a mysterious plague that wiped out an entire village. Jubei wants nothing to do with this, but the stone-like man's allies, a group of ninja with supernatural powers known as the Devils of Kimon, make that option difficult. To make matters worse, a government spy poisons Jubei, promising him an antidote if he can unravel the true intentions of the Devils of Kimon and their connection to the plague. The trail leads to shadow leaders, a plot to overthrow the government, and a man that Jubei thought he would never see again.","{'Sequel': [{'mal_id': 618, 'type': 'anime', 'name': 'Juubee Ninpuuchou: Ryuuhougyoku-hen', 'url': 'https://myanimelist.net/anime/618/Juubee_Ninpuuchou__Ryuuhougyoku-hen'}]}",ryouhei entir plagu option known never clan patienc listen group far promis continu man unravel movic sole shounen kibagami thought govern jubei devil unfortun hard investig noth swordsman left faction overthrow plot like feudal intrigu horror war spi intent collid everyon polit histor lead yamanashi samurai make name hire past would want japan away wander survivor romanc kagero connect mission ballad alli supernatur ninja stone mysteri matter antidot abil wors fantasi last kimon meet team see difficult betray wipe trail villag somewher shadow power bodi poison masterless true femal itiner save scheme leader adventur
650,705,Chou Henshin Cosprayers vs. Ankoku Uchuu Shougun the Movie,Chou Henshin Cosprayers vs. Ankoku Uchuu Shougun the Movie,Movie,4.78,"['Adventure', 'Magic', 'Comedy', 'Sci-Fi']",['m.o.e.'],[],"['Mirai e no Promise"" by Ayano Ahane']","A short 10 minute film by the non-existent ""Houchiku Movie Corporation."" After destroying the dark castles and finally defeating the enemy, Scarlett leaves the group to continue on. While Koto and her friends are together, she meets up again with Scarlett expectantly. A new, powerful enemy is back and must be defeated at all costs, he is more powerful than all of the others... but it will take all of their powers to combine and work together as one...","{'Parent story': [{'mal_id': 112, 'type': 'anime', 'name': 'Chou Henshin Cosprayers', 'url': 'https://myanimelist.net/anime/112/Chou_Henshin_Cosprayers'}], 'Prequel': [{'mal_id': 765, 'type': 'anime', 'name': 'Chou Henshin Cosprayers Specials', 'url': 'https://myanimelist.net/anime/765/Chou_Henshin_Cosprayers_Specials'}]}",koto ayano movi new minut film castl combin ahan comedi defeat mirai must cost group work togeth take promis continu one power magic scarlett friend enemi houchiku expect leav destroy short sci dark non meet corpor back exist final adventur
