index,anime_id,title,title_english,type,score,genre_list,producer_list,opening_theme,ending_theme,synopsis,related,comb_feat
506,539,Tenchi Muyou! Ryououki,Tenchi Muyo! Ryo-Ohki,OVA,7.67,"['Action', 'Comedy', 'Sci-Fi', 'Shounen', 'Space']",['Pioneer LDC'],"['""Tenchi Muyou! Ryououki no Theme (天地無用！魎皇鬼のテーマ; Tenchi Muyou! Ryououki\'s Theme)"" by Seikou Nagaoka (eps 1-6)']","['""Renai no Sainou"" by Chisa Yokoyama']","Seventeen-year-old Tenchi Masaki grew up hearing stories about how his ancestor used a sword to seal a demon inside a cave seven hundred years ago. When curiosity gets the better of him, Tenchi goes to the cave and stumbles across the sword from the legend. Thinking that the story is nothing more than a fairy tale, he removes the blade and inadvertently releases the demon, who turns out to be a space pirate named Ryouko Hakubi. Furious about being trapped for so long, she attacks Tenchi, but he is able to repel her with the sword, awakening his inner power. After seeing this, Ryouko takes an interest in her unlikely savior and decides to crash at his place. As if it were a chain reaction, more alien women—Aeka Jurai Masaki, an uptight princess from the planet Jurai; Sasami, Aeka's sweet younger sister; Mihoshi Kuramitsu, a ditzy Galactic Police Officer; and Washuu Hakubi, a wisecracking genius—gradually come in contact with Tenchi and begin living with him. Through his encounters with these five women, Tenchi begins to learn more about his ancestry, newfound power, and the looming threat lurking beyond the skies. [Written by MAL Rewrite]","{'Adaptation': [{'mal_id': 855, 'type': 'manga', 'name': 'Tenchi Muyou! Ryououki', 'url': 'https://myanimelist.net/manga/855/Tenchi_Muyou_Ryououki'}, {'mal_id': 110877, 'type': 'manga', 'name': 'Shin Tenchi Muyou! Ryououki', 'url': 'https://myanimelist.net/manga/110877/Shin_Tenchi_Muyou_Ryououki'}], 'Alternative version': [{'mal_id': 538, 'type': 'anime', 'name': 'Shin Tenchi Muyou!', 'url': 'https://myanimelist.net/anime/538/Shin_Tenchi_Muyou'}, {'mal_id': 696, 'type': 'anime', 'name': 'Tenchi Muyou!', 'url': 'https://myanimelist.net/anime/696/Tenchi_Muyou'}], 'Alternative setting': [{'mal_id': 1101, 'type': 'anime', 'name': 'Tenchi Muyou! Manatsu no Eve', 'url': 'https://myanimelist.net/anime/1101/Tenchi_Muyou_Manatsu_no_Eve'}, {'mal_id': 1133, 'type': 'anime', 'name': 'Tenchi Muyou! GXP', 'url': 'https://myanimelist.net/anime/1133/Tenchi_Muyou_GXP'}, {'mal_id': 24699, 'type': 'anime', 'name': 'Ai Tenchi Muyou!', 'url': 'https://myanimelist.net/anime/24699/Ai_Tenchi_Muyou'}], 'Spin-off': [{'mal_id': 1133, 'type': 'anime', 'name': 'Tenchi Muyou! GXP', 'url': 'https://myanimelist.net/anime/1133/Tenchi_Muyou_GXP'}, {'mal_id': 5781, 'type': 'anime', 'name': 'Isekai no Seikishi Monogatari', 'url': 'https://myanimelist.net/anime/5781/Isekai_no_Seikishi_Monogatari'}], 'Sequel': [{'mal_id': 1146, 'type': 'anime', 'name': 'Tenchi Muyou! Ryououki: Omatsuri Zenjitsu no Yoru!', 'url': 'https://myanimelist.net/anime/1146/Tenchi_Muyou_Ryououki__Omatsuri_Zenjitsu_no_Yoru'}], 'Side story': [{'mal_id': 2725, 'type': 'anime', 'name': 'Tenchi Muyou!: Galaxy Police Mihoshi Space Adventure', 'url': 'https://myanimelist.net/anime/2725/Tenchi_Muyou__Galaxy_Police_Mihoshi_Space_Adventure'}]}",hakubi action stori seventeen tenchi tale wisecrack unlik legend contact shounen offic beyond jurai across encount ryououki cave noth curios polic live uptight reaction old fairi seal use pioneer insid ancestor pirat planet kuramitsu chisa turn princess muyou ancestri ldc washuu sky theme name awaken interest mihoshi yokoyama sweet younger blade gradual lurk women five comedi space nagaoka threat seikou place long take galact seven loom repel savior alien inadvert sasami hear stumbl ryouko abl renai learn newfound begin crash see chain attack genius masaki remov aeka come inner ago decid goe power sword year trap demon hundr think better grew sci sainou ditzi releas sister get furious
507,540,Tenchi Muyou! Ryououki 2nd Season,Tenchi Muyo! Ryo-Ohki,OVA,7.68,"['Action', 'Comedy', 'Harem', 'Sci-Fi', 'Shounen', 'Space']",['Pioneer LDC'],"['""I\'m a Pioneer [Boku wa motto PAIONIA]"" (Japanese version performed by Chisa Yokoyama, English version performed by Sharyn Scott)']","['""The Lonely Moon [Tsuki no Tragedy]"" (Japanese version performed by Ai Orikasa, English version performed by Scottie Haskell)']","While the galaxy remains at peace, Tenchi Masaki continues to live on Earth with Ryouko and Washuu Hakubi, Aeka and Sasami Jurai Masaki, Mihoshi Kuramitsu, and the cat-like creature Ryo-Ohki. Though it sounds great to be surrounded by so many women, they always end up making things difficult for Tenchi by constantly fighting for his attention, and their attempts at household chores always end in disaster. Although life has become more chaotic since they moved in, Tenchi begins to form a strong bond with his roommates and gains more insight into their respective struggles and history. [Written by MAL Rewrite]","{'Adaptation': [{'mal_id': 110877, 'type': 'manga', 'name': 'Shin Tenchi Muyou! Ryououki', 'url': 'https://myanimelist.net/manga/110877/Shin_Tenchi_Muyou_Ryououki'}], 'Sequel': [{'mal_id': 541, 'type': 'anime', 'name': 'Tenchi Muyou! Ryououki 3rd Season', 'url': 'https://myanimelist.net/anime/541/Tenchi_Muyou_Ryououki_3rd_Season'}, {'mal_id': 10351, 'type': 'anime', 'name': 'Tenchi Muyou! Ryououki 2nd Season Picture Drama', 'url': 'https://myanimelist.net/anime/10351/Tenchi_Muyou_Ryououki_2nd_Season_Picture_Drama'}], 'Prequel': [{'mal_id': 1146, 'type': 'anime', 'name': 'Tenchi Muyou! Ryououki: Omatsuri Zenjitsu no Yoru!', 'url': 'https://myanimelist.net/anime/1146/Tenchi_Muyou_Ryououki__Omatsuri_Zenjitsu_no_Yoru'}]}",hakubi action great creatur tenchi strong continu english shounen tsuki bond jurai mani live scott histori like sound tragedi perform pioneer kuramitsu remain scotti chisa life alway haskel form surround insight ldc household disast make japanes constant gain boku mihoshi yokoyama women moon comedi space earth harem ohki fight cat sasami end thing orikasa attent ryouko though peac although begin chore respect struggl difficult version paionia sharyn masaki move aeka lone chaotic attempt becom ryo roommat sci galaxi motto sinc washuu
508,541,Tenchi Muyou! Ryououki 3rd Season,Tenchi Muyou! Ryououki 3rd Season,OVA,7.33,"['Action', 'Comedy', 'Harem', 'Sci-Fi', 'Shounen', 'Space']",['VAP'],"['""Tenchi Muyou! Ryououki Dai San Ki Theme (天地無用!魎皇鬼 第三期テーマ)"" by Akifumi Tada']","['"" Lovely Cookin\' "" by Tomoko Odajima']","Ever since his powers awakened, Tenchi Masaki has attracted the attention of many powerful galactic beings, including the mysterious Lady Takami who dispatches her best warrior, Z, to observe him. Though he is under strict orders not to harm Tenchi, Z has no intention of playing by the rules and begins plotting his demise. Meanwhile, on Earth, Tenchi tries to piece together more information about his family and the universe. But as usual, his life won't be getting any easier, as his entire household enters a state of panic when Noike Kamiki Jurai—a woman claiming to be Tenchi’s fiancée—shows up out of the blue. [Written by MAL Rewrite]","{'Prequel': [{'mal_id': 540, 'type': 'anime', 'name': 'Tenchi Muyou! Ryououki 2nd Season', 'url': 'https://myanimelist.net/anime/540/Tenchi_Muyou_Ryououki_2nd_Season'}], 'Sequel': [{'mal_id': 1147, 'type': 'anime', 'name': 'Tenchi Muyou! Ryououki 3rd Season: Tenchi Seirou naredo Namitakashi?', 'url': 'https://myanimelist.net/anime/1147/Tenchi_Muyou_Ryououki_3rd_Season__Tenchi_Seirou_naredo_Namitakashi'}], 'Side story': [{'mal_id': 37789, 'type': 'anime', 'name': 'Tenchi Muyou! Ryououki 3rd Season Picture Drama', 'url': 'https://myanimelist.net/anime/37789/Tenchi_Muyou_Ryououki_3rd_Season_Picture_Drama'}]}",harm plot entir kamiki vap tada akifumi panic action play tri blue comedi noik masaki space tenchi earth san togeth dai takami love univers enter galact order dispatch harem famili power intent woman odajima observ life show meanwhil fianc ladi mysteri usual ever shounen attent easier warrior cookin state jurai mani ani muyou attract though household claim piec inform sci ryououki begin demis tomoko theme best strict includ rule sinc get awaken
509,543,Vampire Hunter D (2000),Vampire Hunter D: Bloodlust,Movie,7.89,"['Action', 'Sci-Fi', 'Horror', 'Drama', 'Romance', 'Vampire', 'Fantasy']","['animate Film', 'Movic']",[],"['""Tooku Made"" by Do As Infinity']","The story revolves around D, the infamous ""dunpeal"" (born of a vampire father and a human mother) outcast and renowned vampire hunter. His prowess at hunting the creatures of the night allowing his acceptance among humans, he is called upon to locate Charlotte Elbourne, the lovely daughter of an affluent family who has been mysteriously kidnapped. When the sun sets, the hunt goes on! Charlotte's father offers a rich bounty, be she dead or alive, a task D willingly accepts, even with notorious Markus brothers and their gang of bounty hunters seeking the prize as well. Amidst the chase and unknown to all lurks, a sinister evil which has been secretly manipulating their every move and has set a chilling trap that none will expect and few will survive. With the tables turned and the secrets revealed, the hunters could quickly become the hunted! (Source: AniDB)","{'Adaptation': [{'mal_id': 1360, 'type': 'manga', 'name': 'Vampire Hunter D', 'url': 'https://myanimelist.net/manga/1360/Vampire_Hunter_D'}], 'Prequel': [{'mal_id': 732, 'type': 'anime', 'name': 'Vampire Hunter D', 'url': 'https://myanimelist.net/anime/732/Vampire_Hunter_D'}]}",action revolv stori creatur could movic chase quick father hunter renown outcast expect prize tabl upon allow well sun around bounti hunt tooku gang horror night human among made affluent seek turn anidb sinist sourc offer secret unknown mother locat dunpeal lurk romanc film brother notori charlott evil kidnap love infin everi rich drama mysteri anim surviv fantasi task dead reveal vampir daughter born manipul call amidst aliv move accept markus goe famili trap prowess becom even chill sci set none elbourn infam
510,544,Venus Senki,Venus Wars,Movie,6.79,"['Action', 'Sci-Fi', 'Adventure', 'Space']","['Shochiku', 'Gakken', 'Bandai']",[],"['""明日への風 (Asu e no Kaze)"" by George Yanagi']","In the 21st century, mankind lives on two worlds. Following the collision of an ice asteroid, massive terraforming has made Venus a planet now capable of supporting life. Colonists from Earth tamed the hostile world and have thrived for four generations. But they also brought the darker side of humanity. Venus is about to get hostile again. Hiro Seno, a hotshot motorcycle jockey, witnesses the first strike against his country Aphrodia, by the rival nation of Ishtar. Huge battletanks and warplanes quickly lay waste to the city. The Aphrodian army is quick to mobilize and retaliate... and despite his opposition to warfare, Hiro finds himself fighting for his life on the front lines. (Source: AnimeNfo)","{'Adaptation': [{'mal_id': 10725, 'type': 'manga', 'name': 'Venus Senki', 'url': 'https://myanimelist.net/manga/10725/Venus_Senki'}]}",support shochiku asteroid centuri citi ishtar brought action wit rival first animenfo generat darker side hiro thrive georg aphrodian armi retali space earth hostil seno mankind planet capabl human find fight made life aphrodia mobil four strike huge quick sourc motorcycl live ice terraform tame bandai collis also lay line world massiv nation battletank wast opposit countri jockey front asu gakken sci colonist warplan two hotshot despit kaze yanagi venus get warfar follow adventur
511,545,Mousou Kagaku Series: Wandaba Style,Mousou Kagaku Series: Wandaba Style,TV,6.05,"['Comedy', 'Sci-Fi']",[],"['""The IJIN-DEN Tensai no Hosoku"" by MixJuice']","['""Moon de Go! Go!"" by MixJuice']","Genius scientist Tsukumo Susumu knows each and every single theory behind aerodynamics that exists on earth despite being only 13 years old. He wants to travel to the moon without the use of fossil fuels that power rockets. So begins his heavy research using his knowledge in the laws of physics, scientific theory and his wild imagination. His test subjects are the unpopular idol group Mix JUICE (Himawari, Yuri, Ayame, Sakura). They come up with all sorts of crazy ideas to become the first humans to successfully hold a concert on the face of the moon. Will the four girls from Mix JUICE be able to struggle their way to the moon successfully? (Source: AniDB)",{},ijin heavi struggl tsukumo old way travel sakura test tensai wild moon first genius fossil comedi success use come group earth behind himawari physic hold everi power human fuel aerodynam year law girl four anidb know mix sourc without idea research mixjuic subject hosoku becom yuri idol unpopular juic ayam concert abl scientist onli crazi sci knowledg begin despit face sort imagin den scientif singl theori want rocket susumu exist
512,546,Wind: A Breath of Heart (TV),Wind: A Breath of Heart (TV),TV,6.02,"['Drama', 'Romance', 'School', 'Supernatural']","['Frontier Works', 'Rondo Robe']","['""Feel on the Wind"" by Hiroko Kasahara']",[],"Okano Makoto transferred to the school in his home town. There, he spent normal but happy school days with his sister, Hinata, a jokey classmate, Tachibana Tsutomu, Shikouin Kasumi, Tsutomu's childhood friend, and other friends. One day, after school, Makoto heard someone playing the harmonica. That melody made him feel something old, and it brought him to the roof of the school buildings. There, he met a girl in the dusk. It was Narukaze Minamo who turned her face to him with a smile. She was a childhood friend, but they had lived separately for years. Hiding their true thoughts, Makoto and his friends spend their lives in school. Their stories in a mysterious town are about to begin. (Source: AniDB)","{'Adaptation': [{'mal_id': 21648, 'type': 'manga', 'name': 'Wind: A Breath of Heart', 'url': 'https://myanimelist.net/manga/21648/Wind__A_Breath_of_Heart'}], 'Alternative version': [{'mal_id': 547, 'type': 'anime', 'name': 'Wind: A Breath of Heart OVA', 'url': 'https://myanimelist.net/anime/547/Wind__A_Breath_of_Heart_OVA'}], 'Other': [{'mal_id': 2015, 'type': 'anime', 'name': 'Wind: A Breath of Heart', 'url': 'https://myanimelist.net/anime/2015/Wind__A_Breath_of_Heart'}], 'Side story': [{'mal_id': 2027, 'type': 'anime', 'name': 'Wind: A Breath of Heart Specials', 'url': 'https://myanimelist.net/anime/2027/Wind__A_Breath_of_Heart_Specials'}]}",makoto jokey minamo old romanc brought play met stori tsutomu someth work feel home wind harmonica robe one supernatur normal made classmat year girl friend dusk drama tachibana childhood turn okano town mysteri anidb melodi roof sourc smile hiroko live spent heard thought build true shikouin frontier rondo someon happi narukaz begin face hide school sister kasumi transfer separ spend hinata kasahara day
513,547,Wind: A Breath of Heart OVA,Wind: A Breath of Heart OVA,OVA,6.24,"['Romance', 'Supernatural', 'School', 'Drama']",['KSS'],"['""Chizu no Nai Monogatari (地図のない物語)"" by Masami Nakatsukasa']","['""Kagayaite (輝いて)"" by Masami Nakatsukasa']","Kazenone City, it is a city that made people feel nostalgic and wonder. It was also the home country of Okano Makoto and his little sister, Hinata. They came back this town in order to look for their mother who had disappeared suddenly. Their friends and childhood friends welcomed their return. Makoto began to notice something important through the encounter with them. With the tone of a harmonica, and with their thoughts in their hearts, the fantastic tale began in this mysterious town. (Source: AnimeNfo)","{'Adaptation': [{'mal_id': 21648, 'type': 'manga', 'name': 'Wind: A Breath of Heart', 'url': 'https://myanimelist.net/manga/21648/Wind__A_Breath_of_Heart'}], 'Alternative version': [{'mal_id': 546, 'type': 'anime', 'name': 'Wind: A Breath of Heart (TV)', 'url': 'https://myanimelist.net/anime/546/Wind__A_Breath_of_Heart_TV'}]}",makoto citi romanc import animenfo kss tone nostalg disappear nai masami feel home someth harmonica came nakatsukasa chizu tale sudden kagayait order welcom supernatur littl made monogatari friend drama childhood okano town mysteri sourc fantast also heart thought began look countri encount return mother peopl school wonder kazenon sister back notic hinata
514,548,Wonderful Days,Sky Blue,Movie,7.06,"['Action', 'Drama', 'Romance', 'Sci-Fi']",['Tin House'],[],"['""Mar\'s Theme"" by Pretty Children']","Set in 2142, Wonderful Days depicts a world that has been nearly destroyed by environmental pollution. Human life as we know it is almost extinct, and only a few were able to pull through the collapse of Earth's ecosystem. In order to deal with the chaos, a city named Ecoban was created. The city uses the very pollution that caused the disaster as an energy source. However, although the initial plan was successful to an extent, it didn't just create a new source of energy, but also an elite group of people. This prestigious faction believes that they are above the system, and are not willing to accept survivors from outside the city unless they are put to work as laborers. Among the people living in the wasteland outside Ecoban is a young man named Shua. He leads a very difficult life, but tries to make the most of it through the love that he feels for his childhood friend Jay. Unfortunately, Jay may be more interested in her security commander Cade than in Shua, and thus a love triangle is formed. Not only does Shua have to deal with the heartbreak, but he must also find a new way to survive in the crumbles left from the once-beautiful planet Earth.",{},action almost group thus man find environment friend put childhood system outsid may unfortun left veri faction chao live citi cade tri success use work near planet human among life sourc ecosystem form initi world destroy energi jay disast extinct lead labor ecoban make theme name abov wonder extent interest way survivor romanc new creat must pull earth young feel doe love order unless onc drama howev know plan also surviv abl although onli depict peopl wasteland difficult day deal elit tin command triangl hous accept prestigi crumbl secur believ collaps beauti children shua mar pretti sci set caus heartbreak pollut
515,550,Yu☆Gi☆Oh!,Yu☆Gi☆Oh!,TV,7.23,"['Action', 'Game', 'Comedy', 'Fantasy', 'Shounen']",['Nihon Ad Systems'],"['""Kawaita Sakebi"" by Field of View']","['""Ashita Moshi Kimi ga Kowaretemo"" by WANDS']","Bullies often target someone frail and weak—someone exactly like Yuugi Mutou. His beautiful childhood friend, Anzu Mazaki, is always there to stand up for him, but he can't depend on her forever. Katsuya Jonouchi, who is almost always accompanied by his verbal sparring partner Hiroto Honda, doesn't seem like a bad person either, despite always bringing Yuugi trouble. But most of all, Yuugi wishes for a true friend who understands him and would never betray him. Yuugi treasures his Millennium Puzzle, an ancient Egyptian artifact that was brought into his grandfather's game shop. Believing that solving the puzzle will grant him his wish, he completes the puzzle, unleashing a new personality within him—the soul of the ""King of Games."" Dark, twisted, strong, and reliable, the new personality named Yami Yuugi is the exact opposite of Yuugi. Upon any injustice toward him, Yami Yuugi takes over Yuugi's body and forces the opponent into a ""Shadow Game."" The stakes are high as whoever loses shall have a taste of the darkness that resides within their own heart. [Written by MAL Rewrite]","{'Adaptation': [{'mal_id': 54, 'type': 'manga', 'name': 'Yu☆Gi☆Oh!', 'url': 'https://myanimelist.net/manga/54/Yu☆Gi☆Oh'}], 'Sequel': [{'mal_id': 481, 'type': 'anime', 'name': 'Yu☆Gi☆Oh! Duel Monsters', 'url': 'https://myanimelist.net/anime/481/Yu☆Gi☆Oh_Duel_Monsters'}, {'mal_id': 2006, 'type': 'anime', 'name': 'Yu☆Gi☆Oh! (Movie)', 'url': 'https://myanimelist.net/anime/2006/Yu☆Gi☆Oh_Movie'}]}",yuugi bulli grandfath high person never tast action ashita almost strong mutou weak friend shop childhood system wand shounen troubl wish upon game field dark mazaki despit either forev katsuya like kimi depend target stake ancient lose shall alway reliabl verbal heart unleash ani nihon opposit someon treasur name frail would twist new sakebi honda comedi soul view whoever take egyptian stand fantasi resid moshi often grant brought betray bring oppon anzu artifact jonouchi exact toward kowaretemo understand shadow complet injustic puzzl hiroto bad bodi believ within beauti seem kawaita yami millennium solv true partner forc king accompani spar
516,551,Grappler Baki: Saidai Tournament-hen,Grappler Baki: Saidai Tournament-hen,TV,7.46,"['Action', 'Martial Arts', 'Shounen', 'Sports']",[],"['""All Alone"" by Ryouko Aoyagi']","['""Loved..."" by Ryouko Aoyagi']","Mitsunari Tokugawa, the organizer of the historic Tokugawa underground fighting ring, has created a tournament featuring 38 of the world's best fighters, many of whom are grandmasters in their respective form of martial arts. With the exception of weapons, anything goes in Tokugawa's ring so that each fighter is able to showcase their true power and strongest secret moves. Baki Hanma earned a place in the tournament due to his status as the reigning champion of Tokugawa's fighting ring. Will he be able to come out on top? [Written by MAL Rewrite]","{'Adaptation': [{'mal_id': 11425, 'type': 'manga', 'name': 'Grappler Baki', 'url': 'https://myanimelist.net/manga/11425/Grappler_Baki'}], 'Prequel': [{'mal_id': 287, 'type': 'anime', 'name': 'Grappler Baki (TV)', 'url': 'https://myanimelist.net/anime/287/Grappler_Baki_TV'}], 'Alternative version': [{'mal_id': 1859, 'type': 'anime', 'name': 'Grappler Baki', 'url': 'https://myanimelist.net/anime/1859/Grappler_Baki'}], 'Sequel': [{'mal_id': 33566, 'type': 'anime', 'name': 'Baki: Most Evil Death Row Convicts Special Anime', 'url': 'https://myanimelist.net/anime/33566/Baki__Most_Evil_Death_Row_Convicts_Special_Anime'}, {'mal_id': 34443, 'type': 'anime', 'name': 'Baki', 'url': 'https://myanimelist.net/anime/34443/Baki'}]}",anyth tokugawa showcas action creat sport champion strongest move come martial love goe place aoyagi ring power hanma art fight underground status tournament earn due alon featur reign top form shounen histor ryouko except secret world mani baki abl true mitsunari weapon fighter best respect grandmast organ
517,552,Digimon Adventure,Digimon: Digital Monsters,TV,7.81,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Kids']","['Yomiko Advertising', 'Fuji TV']","['""Butter-Fly"" by Kouji Wada']","['""I Wish"" by AiM (eps 1-26)', '""Keep On"" by AiM (eps 27-54)']","When a group of seven children go to summer camp, the last thing that they expect is snow falling in July. In the confusion that follows this phenomenon, they each receive an odd device that transports them to another world. As soon as they wake up in this new world, they encounter strange creatures who call themselves ""Digimon."" The Digimon tell them that they've landed in the ""Digital World,"" far from home. With only the Digimon and the ""Digivices"" as protection, the seven children set off to find their way home and learn the reason why they were brought here. Led by the impulsive Taichi Yagami and his hungry Digimon partner Agumon, this group will have to fight unknown evils as they discover more about this outlandish Digital World. [Written by MAL Rewrite]","{'Adaptation': [{'mal_id': 2387, 'type': 'manga', 'name': 'Digimon Adventure', 'url': 'https://myanimelist.net/manga/2387/Digimon_Adventure'}], 'Spin-off': [{'mal_id': 859, 'type': 'anime', 'name': 'Digimon Savers', 'url': 'https://myanimelist.net/anime/859/Digimon_Savers'}, {'mal_id': 874, 'type': 'anime', 'name': 'Digimon Tamers', 'url': 'https://myanimelist.net/anime/874/Digimon_Tamers'}, {'mal_id': 1132, 'type': 'anime', 'name': 'Digimon Frontier', 'url': 'https://myanimelist.net/anime/1132/Digimon_Frontier'}, {'mal_id': 2123, 'type': 'anime', 'name': 'Digimon X-Evolution', 'url': 'https://myanimelist.net/anime/2123/Digimon_X-Evolution'}, {'mal_id': 8624, 'type': 'anime', 'name': 'Digimon Xros Wars', 'url': 'https://myanimelist.net/anime/8624/Digimon_Xros_Wars'}], 'Sequel': [{'mal_id': 2397, 'type': 'anime', 'name': 'Digimon Adventure: Bokura no War Game!', 'url': 'https://myanimelist.net/anime/2397/Digimon_Adventure__Bokura_no_War_Game'}], 'Prequel': [{'mal_id': 2961, 'type': 'anime', 'name': 'Digimon Adventure Movie', 'url': 'https://myanimelist.net/anime/2961/Digimon_Adventure_Movie'}], 'Side story': [{'mal_id': 8490, 'type': 'anime', 'name': 'Digimon Adventure 3D: Digimon Grand Prix!', 'url': 'https://myanimelist.net/anime/8490/Digimon_Adventure_3D__Digimon_Grand_Prix'}], 'Other': [{'mal_id': 33314, 'type': 'anime', 'name': 'Digimon Universe: Appli Monsters', 'url': 'https://myanimelist.net/anime/33314/Digimon_Universe__Appli_Monsters'}, {'mal_id': 38088, 'type': 'anime', 'name': 'Digimon Adventure: Last Evolution Kizuna', 'url': 'https://myanimelist.net/anime/38088/Digimon_Adventure__Last_Evolution_Kizuna'}, {'mal_id': 40156, 'type': 'anime', 'name': 'Digimon Survive: Prologue Movie', 'url': 'https://myanimelist.net/anime/40156/Digimon_Survive__Prologue_Movie'}], 'Alternative version': [{'mal_id': 41074, 'type': 'anime', 'name': 'Digimon Adventure:', 'url': 'https://myanimelist.net/anime/41074/Digimon_Adventure_'}]}",impuls call led way tell brought new action digimon agumon creatur wake taichi comedi fli odd keep aim butter yomiko group snow receiv anoth far home evil soon juli seven fall summer find reason fight hungri fuji devic whi kid phenomenon thing confus yagami expect children world fantasi wish kouji last strang camp transport encount onli learn unknown partner set discov advertis themselv digit protect digivic land outlandish wada follow adventur
518,553,Yami no Matsuei,Descendants of Darkness,TV,7.09,"['Comedy', 'Drama', 'Fantasy', 'Horror', 'Magic', 'Shoujo', 'Shounen Ai', 'Vampire']","['Starchild Records', 'Movic']","['""Eden"" by To Destination']","['""Love Me"" by The Hong Kong Knife']","Even after death, life is full of paperwork and criminals. Tsuzuki Asato is a 26 year old, happy-go-lucky, and dorky shinigami (god of death) whose job is to makes sure that those who are dead remain dead and stay in their proper realms. Even though he's had this job for over 70 years, he is in the worst division with horrible pay. He also has a knack for not keeping partners (since shinigami work in pairs), but now he seems to have one that will stick around; stubborn, smart-mouthed, serious and defensive 16 year old, Kurosaki Hisoka. With each case they investigate, they come closer to the conspiracies of the serial killer Dr. Muraki Kazutaka. Tsuzuki's relationship with Hisoka is growing stronger and closer...but there is a dark past to how Tsuzuki died that will not give him peace. (Source: ANN)","{'Adaptation': [{'mal_id': 918, 'type': 'manga', 'name': 'Yami no Matsuei', 'url': 'https://myanimelist.net/manga/918/Yami_no_Matsuei'}]}",relationship stick grow give keep death magic hong movic shounen sure full crimin proper investig stubborn dark around eden old dorki horror pay work whose remain realm life muraki shinigami sourc starchild happi knack destin serious make past serial defens killer kazutaka comedi horribl shoujo worst love paperwork drama also conspiraci pair knife fantasi stay though peac lucki dead asato smart vampir mouth tsuzuki case divis closer come kong god one record year stronger die seem even kurosaki job partner hisoka sinc
519,554,Koutetsu Tenshi Kurumi,Steel Angel Kurumi,TV,6.8,"['Adventure', 'Comedy', 'Drama', 'Historical', 'Mecha', 'Military', 'Romance', 'Shounen']",['Pony Canyon'],"['""Kiss Kara Hajimaru Miracle"" by Steel Angels (eps.1-23)']","['""Eien no Kotetsu Tenshi"" by Steel Angels (eps.1-23)', '""Kiss Kara Hajimaru Miracle"" by Steel Angels (ep.24)']","During Japan's Taisho Era (1912-1926), a scientist named Ayanokoji developed the Steel Angel - an artificial humanoid with superhuman physical abilities. While the Imperial Army wanted to use the Steel Angel as a new means of modern warfare, Ayanokoji wanted his creation to be a new step in the future of mankind. Thus, he defied orders from the Army and secretly made the Steel Angel codenamed ""Kurumi"". Then one day, a young boy named Nakahito Kagura snuck into Ayanokoji's house as a dare by his friends and stumbled upon Kurumi's lifeless body. A sudden attack by the Imperial Army shook the house, causing Kurumi to fall on Nakahito. At that moment, their lips met, and Kurumi woke up from ""the kiss that started a miracle"". (Source: ANN)","{'Adaptation': [{'mal_id': 3414, 'type': 'manga', 'name': 'Koutetsu Tenshi Kurumi', 'url': 'https://myanimelist.net/manga/3414/Koutetsu_Tenshi_Kurumi'}], 'Sequel': [{'mal_id': 555, 'type': 'anime', 'name': 'Koutetsu Tenshi Kurumi 2', 'url': 'https://myanimelist.net/anime/555/Koutetsu_Tenshi_Kurumi_2'}], 'Side story': [{'mal_id': 557, 'type': 'anime', 'name': 'Koutetsu Tenshi Kurumi Encore', 'url': 'https://myanimelist.net/anime/557/Koutetsu_Tenshi_Kurumi_Encore'}]}",lifeless codenam attack lip romanc canyon kara new hous met poni comedi dure armi use eien hajimaru artifici thus young physic sudden mankind order one fall superhuman made friend kagura drama imperi bodi shook taisho kiss mean sourc tenshi steel abil shounen histor stumbl secret modern angel humanoid kurumi start futur day mecha ayanokoji militari defi snuck scientist upon nakahito caus step name boy moment woke miracl kotetsu creation dare want japan warfar develop era adventur
520,555,Koutetsu Tenshi Kurumi 2,Steel Angel Kurumi 2,TV,6.32,"['Comedy', 'Mecha', 'Romance', 'Sci-Fi', 'Shoujo Ai', 'Shounen']","['m.o.e.', 'Pony Canyon']","['""Kiss Kara Hajimaru Miracle (Type 2)"" by Steel Angels']","['""Sunda Aozora no Mukou ni (Beyond the Clear Blue Sky)"" by Steel Angels']","Taking place 75 years after the first series, Steel Angel Kurumi 2 brings the Steel Angels in a new mis-adventure. High school student and aspiring cellist Nako Kagura accidentally discovers and kisses Kurumi Mk. II at her home, thus making her Kurumi's master. But things go awry as Nako's best friend Uruka gets jealous and tries anything - including her father's army of top-secret mecha - to destroy Kurumi and win back Nako. Things get more out of control when Saki Mk. II is awakened by Uruka, and Karinka Mk. II joins in to steal Nako away from Kurumi. (Source: ANN)","{'Prequel': [{'mal_id': 554, 'type': 'anime', 'name': 'Koutetsu Tenshi Kurumi', 'url': 'https://myanimelist.net/anime/554/Koutetsu_Tenshi_Kurumi'}], 'Sequel': [{'mal_id': 556, 'type': 'anime', 'name': 'Koutetsu Tenshi Kurumi Zero', 'url': 'https://myanimelist.net/anime/556/Koutetsu_Tenshi_Kurumi_Zero'}]}",anyth saki away high accident romanc canyon kara bring new first tri blue poni comedi uruka armi control shoujo hajimaru home thus master jealous place take year win friend clear kagura karinka steal aspir kiss top nako sourc father steel thing awri shounen sunda beyond student secret angel kurumi join aozora mukou type mecha destroy sky cellist sci mis make discov best miracl school includ back seri get awaken adventur
